"normalizedAction","rule_id","rule_name","mapping_id","mapping_name"
"logon","MATCH-S00685","Authentication Without MFA","2cf182ba-eede-4d4f-96e2-6ee4eadbb8bd","OpenVPN Logon Attempt"
"logon","MATCH-S00685","Authentication Without MFA","d7a7d607-8ed9-434d-9062-cfd6d6653c9c","Alibaba ActionTrail ConsoleSignin"
"logon","MATCH-S00685","Authentication Without MFA","8bbbe645-df62-4048-b420-9db3345e2a78","Microsoft SQL Server Parser - Authentication"
"logon","MATCH-S00685","Authentication Without MFA","cc03f65d-a061-4a36-bd0d-8ac06ef6c2c3","Cisco IOS Authentication Logs - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","bdab611e-b0d6-48a4-9dcb-8fe7f14e80f4","RSA SecurID SinglePoint Authentication"
"logon","MATCH-S00685","Authentication Without MFA","44e718a4-0673-49cb-b523-4d8e7747ca1c","Intersect Alliance Logs - Authentication"
"logon","MATCH-S00685","Authentication Without MFA","b0dca67a-1761-4570-b44b-cc83be28887b","Laurel Linux Audit - User Logon"
"logon","MATCH-S00685","Authentication Without MFA","658da221-4ac8-4b0c-ac27-66540a28e0e2","Aruba ClearPass User Authentication Failed"
"logon","MATCH-S00685","Authentication Without MFA","d0dc0bc9-3674-4454-a625-63d12aa82f73","Aruba ClearPass User Authentication Successful"
"logon","MATCH-S00685","Authentication Without MFA","14d66ca4-56d5-4c4b-8951-96c0239a468e","Aruba ClearPass Guest Access"
"logon","MATCH-S00685","Authentication Without MFA","0e0a1920-52d1-4541-965e-49a508df77b4","AWS Redshift - Authentication Log"
"logon","MATCH-S00685","Authentication Without MFA","20871df8-533d-4aff-8328-037a9462f279","Microsoft Office 365 Active Directory Authentication Events"
"logon","MATCH-S00685","Authentication Without MFA","f096edb3-5d42-4834-bfd0-16ff99fae568","Microsoft Office 365 Exchange Mailbox Authentication Events"
"logon","MATCH-S00685","Authentication Without MFA","0e5cbfbb-91ac-4658-918c-709c76d53f1e","Linux OS Systemd Journal - Login Events"
"logon","MATCH-S00685","Authentication Without MFA","2bdd6361-1e3c-45a1-2135-5b5e7eb5250f","ADAuditPlus LogonReports"
"logon","MATCH-S00685","Authentication Without MFA","404af8be-0e49-48b4-b786-e33bae82e221","Manageengine ADAuditPlus Logs"
"logon","MATCH-S00685","Authentication Without MFA","911005b2-a055-42df-a3fa-f327745905a1","Check Point Failed Log In"
"logon","MATCH-S00685","Authentication Without MFA","AB8A5262-6A3A-499C-AACB-499C2686394E","Netskope - Audit Authentication Events - Logon"
"logon","MATCH-S00685","Authentication Without MFA","8345560d-add1-413c-9b93-ad3ada8ed1b0","Netskope - Login"
"logon","MATCH-S00685","Authentication Without MFA","2c7bf143-bd3e-4b3f-ac0c-19ba568922fc","AzureActivityLog 01"
"logon","MATCH-S00685","Authentication Without MFA","1a9bebd4-1bae-431d-a718-59e6f7b99db9","Azure NonInteractiveUserSignInLogs"
"logon","MATCH-S00685","Authentication Without MFA","1b23141e-b15d-4b26-b792-6b0ca3a0b63a","Azure ServicePrincipalSignInLogs"
"logon","MATCH-S00685","Authentication Without MFA","5a47e54c-a8cc-4f38-af4d-842acd85d2ac","Azure ManagedIdentitySignInLogs"
"logon","MATCH-S00685","Authentication Without MFA","379364a9-1ef1-4546-bbf6-4065b2d781e8","Azure User Risk Events"
"logon","MATCH-S00685","Authentication Without MFA","14dd00c2-3b72-4269-a7a0-8f698834a867","Azure Risky Users"
"logon","MATCH-S00685","Authentication Without MFA","e018r3c3-da8a-4022-8382-b8r4er0641ee","Fortinet Authentication"
"logon","MATCH-S00685","Authentication Without MFA","ac1d101a-1ac6-429a-930a-040d54931332","Fortinet VPN"
"logon","MATCH-S00685","Authentication Without MFA","4986836c-1759-422b-b5c4-8a548f18616b","Fortinet FortiGate-200D Auth CEF"
"logon","MATCH-S00685","Authentication Without MFA","57882b2f-f409-439a-82f6-6a3b8b45f4a1","Auth0 Failed Authentication"
"logon","MATCH-S00685","Authentication Without MFA","a53893f8-3e71-4c26-b205-0222f305fb23","Auth0 Successful Authentication"
"logon","MATCH-S00685","Authentication Without MFA","8aee7360-1171-46eb-98b3-b87382f3f054","Qumulo Core - Login"
"logon","MATCH-S00685","Authentication Without MFA","08ff5da5-27dc-4c5d-9b1c-b1a9dab392c6","OneLogin SSO Authentication Logs"
"logon","MATCH-S00685","Authentication Without MFA","1c8c9030-a393-47a5-8ebe-57d7d4c5e89c","Linux OS Syslog - Process sshd - SSH Auth Failure Invalid User"
"logon","MATCH-S00685","Authentication Without MFA","17691d16-0d8b-4579-9fd1-c262f95b1f67","Linux OS Syslog - Process sshd - SSH Auth Failure"
"logon","MATCH-S00685","Authentication Without MFA","6431c78b-caee-4363-a750-cb93fe2e7b6f","Linux OS Syslog - Process sshd - SSH Auth Success"
"logon","MATCH-S00685","Authentication Without MFA","666e5ed8-1747-4101-9502-357bee9f18a6","Linux OS Syslog - Process sshd - SSH Auth Failure Preauth"
"logon","MATCH-S00685","Authentication Without MFA","05445189-0e1e-425a-8f2b-5d1f41e9546e","Linux OS Syslog - Process sshd - SSH Auth Failure Invalid Password"
"logon","MATCH-S00685","Authentication Without MFA","94551055-8949-4215-a7c0-88383f013ba7","Linux OS Syslog - Process sshd - SSH Public Key Not Allowed"
"logon","MATCH-S00685","Authentication Without MFA","cae40ab2-8857-470c-9bbb-9b87c103716b","Linux OS Syslog - Process sshd - SSH Auth Failure No ID String"
"logon","MATCH-S00685","Authentication Without MFA","4657fddc-0a11-4335-bdb2-333eea742636","Linux OS Syslog - Process sudo - Authentication Failure"
"logon","MATCH-S00685","Authentication Without MFA","b92ec9d9-c8bd-4951-a8a9-88df02849ee1","Workday - Sign On"
"logon","MATCH-S00685","Authentication Without MFA","34e51720-23f4-4a86-86c2-ba121ffa0fae","Google G Suite - login.login"
"logon","MATCH-S00685","Authentication Without MFA","78f96701-dc6b-4685-9cae-dc77aa6377dc","Google G Suite - saml"
"logon","MATCH-S00685","Authentication Without MFA","2178bcca-c3a7-443b-be3c-bdbc7f3f2154","Cisco ISE Events"
"logon","MATCH-S00685","Authentication Without MFA","eb21bf93-0232-47e5-ab0e-6b8ed186789c","Pulse Secure Custom Parser - AUT24326"
"logon","MATCH-S00685","Authentication Without MFA","74f0a5b7-6413-4e1e-9fc5-32c1eb9d2c97","Pulse Secure Custom Parser - AUT24414"
"logon","MATCH-S00685","Authentication Without MFA","c7dd12f4-713f-4f1d-9379-81ebc8e113be","JumpCloud IdP Authentication"
"logon","MATCH-S00685","Authentication Without MFA","2041eb1c-fdbf-46bd-aed9-b48047ae6962","Mimecast Audit Authentication Logs"
"logon","MATCH-S00685","Authentication Without MFA","3ea5de14-81e4-49cd-860b-98f4e93cb315","SecureAuth Events"
"logon","MATCH-S00685","Authentication Without MFA","fa4028ba-0c1d-4fb3-a152-6e65e0b5200e","Palo Alto System Auth - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","2dcf62db-d79f-4a03-9a3a-24bf67bdbe67","Palo Alto GlobalProtect Auth - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","a509a0b7-d91a-405a-ab6c-9ff4285041a5","Palo Alto UserID Login - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","37921347-8294-44b5-b0a4-06cd744c6bed","Salesforce Login"
"logon","MATCH-S00685","Authentication Without MFA","1add6fe1-8aff-4b55-817e-0ccd569f99d6","Microsoft Graph AD Reporting API C2C - Signin"
"logon","MATCH-S00685","Authentication Without MFA","d102bd01-4e1b-4654-ba39-9dc44db84476","Citrix NetScaler - SSLVPN-LOGIN"
"logon","MATCH-S00685","Authentication Without MFA","f38d18e2-ea57-449b-b564-aa82f9df0a91","Citrix NetScaler - AAA-LOGIN_FAILED"
"logon","MATCH-S00685","Authentication Without MFA","a383d2fb-8d1a-4c4c-901c-11485568c159","Cisco ASA 109005-8 JSON"
"logon","MATCH-S00685","Authentication Without MFA","e0f221f9-7d2e-45d0-93a8-84b03b06f801","Cisco ASA 113012-17 JSON"
"logon","MATCH-S00685","Authentication Without MFA","06cc7305-173b-4509-a9e3-2a765d696467","Cisco ASA 113004 JSON"
"logon","MATCH-S00685","Authentication Without MFA","18e28dec-adb4-43e5-a858-9890a5179518","Cisco ASA 113005 JSON"
"logon","MATCH-S00685","Authentication Without MFA","b3ac1164-6800-446f-9787-05c1a07a8f2f","Cisco ASA 605004-5 JSON"
"logon","MATCH-S00685","Authentication Without MFA","62d1d7d9-8e76-488b-b8e4-81d1996728d2","Cisco ASA 611101-2 JSON"
"logon","MATCH-S00685","Authentication Without MFA","83880693-31f6-4941-800d-000f43f8a305","Cisco ASA 611103 JSON"
"logon","MATCH-S00685","Authentication Without MFA","73055be2-8da9-41d7-90ac-4e4fb248f8ab","Cisco ASA 713052 JSON"
"logon","MATCH-S00685","Authentication Without MFA","0647f354-b5db-4466-88ef-baf6ec369344","Cisco ASA 716038 JSON"
"logon","MATCH-S00685","Authentication Without MFA","1f8949be-64ee-4209-957a-3bf96102cc38","Cisco ASA 716039 JSON"
"logon","MATCH-S00685","Authentication Without MFA","0f85e404-f1ab-4986-a195-15cf3c5565b8","Cisco ASA 719022-3 JSON"
"logon","MATCH-S00685","Authentication Without MFA","b44718e6-d6c8-4b7c-b8e0-42f03115d008","Cisco ASA 751011 JSON"
"logon","MATCH-S00685","Authentication Without MFA","8fda2f9a-dc3c-4e40-872a-8fa03a8d997b","Windows - Security - 4776"
"logon","MATCH-S00685","Authentication Without MFA","a89f8984-26af-46f3-9599-6d2df93daa60","Windows - Security - 4825"
"logon","MATCH-S00685","Authentication Without MFA","fd307f46-c337-4bee-891a-13cca6db54cd","1Password Signin C2C"
"logon","MATCH-S00685","Authentication Without MFA","fe0b7371-9739-407f-bb06-cad44b6583e4","Teramind Authentication"
"logon","MATCH-S00685","Authentication Without MFA","fbe4dec7-7277-48a8-975a-d4f1ff7ae706","Tenable.io Authentication"
"logon","MATCH-S00685","Authentication Without MFA","d0c32c84-1a40-4637-90c7-e74d258fb45f","Cisco ASA 113005"
"logon","MATCH-S00685","Authentication Without MFA","ecfe179c-e851-4e98-93eb-7ce843710ad5","Automox - Audit logs - Logon"
"logon","MATCH-S00685","Authentication Without MFA","1c899000-0963-4a3a-8fb5-4225592620c5","Cisco ISE Authentication Failure"
"logon","MATCH-S00685","Authentication Without MFA","66df4b9c-7573-4868-b566-69865bb03eca","Cisco ISE Authentication Success"
"logon","MATCH-S00685","Authentication Without MFA","0973f1a0-7b57-4083-ad42-4f553c5c210d","JumpCloud Directory Insights - Admin Logon"
"logon","MATCH-S00685","Authentication Without MFA","501b4a1f-2af4-4523-8fcf-43af82eea412","Druva Cyber Resilience - Admin Logon"
"logon","MATCH-S00685","Authentication Without MFA","71958300-7D31-4909-9448-4DF68E80B706","Duo Security Authentication API"
"logon","MATCH-S00685","Authentication Without MFA","0ff9bf08-24c1-4f7f-b2f0-d522b1681035","Duo Security Admin API - Authentication"
"logon","MATCH-S00685","Authentication Without MFA","b41d7889-29cb-4afe-b675-c0b3ddf99a1f","PingFederate - Authentication Event"
"logon","MATCH-S00685","Authentication Without MFA","00f242ba-1200-4750-bdc0-68c0a7d58249","Dropbox - Authentication"
"logon","MATCH-S00685","Authentication Without MFA","69b3d2cc-46df-4a25-b376-513bf9ac714b","Snowflake Login"
"logon","MATCH-S00685","Authentication Without MFA","09cb8087-d722-4422-84b5-0be979fa6301","Pritunl Connect VPN Logs"
"logon","MATCH-S00685","Authentication Without MFA","ff14f7cb-068f-4af8-bfc7-08cb6b9f7b2e","Pritunl Auth VPN Logs"
"logon","MATCH-S00685","Authentication Without MFA","05fe8121-15b7-4ef5-b41d-ed1777f6eebc","F5 SSHD - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","613e84bb-037d-4b7c-b3b6-e28ade669833","SailPoint C2C Authentication Mapping"
"logon","MATCH-S00685","Authentication Without MFA","0876c09e-5b57-4387-be5c-8334e2bb6bd4","Slack Login"
"logon","MATCH-S00685","Authentication Without MFA","776bca53-f0fd-4b30-9d44-1c00863c766b","McAfee WebGateway - CEF - User Login"
"logon","MATCH-S00685","Authentication Without MFA","db8d4ca1-982a-42fc-a0b3-cbe6f04cd6fb","McAfee WebGateway - CEF - User Login Failed"
"logon","MATCH-S00685","Authentication Without MFA","64022f8b-358e-4df9-a586-b01ccfcc80f3","Administrator Logon"
"logon","MATCH-S00685","Authentication Without MFA","5b9e88f6-1153-48a2-9c57-3689d174d7b6","Administrator Audit Trail"
"logon","MATCH-S00685","Authentication Without MFA","facdde2e-f0aa-4d08-97c7-a9486c33cfed","JFrog Artifactory - Login Access logs"
"logon","MATCH-S00685","Authentication Without MFA","d02667f4-783f-4db9-a08c-0e107882cab9","Okta Authentication Events"
"logon","MATCH-S00685","Authentication Without MFA","6ac3a0a7-d1be-48dc-a0f7-cf5bf6678d6a","Okta Authentication - auth_via_radius"
"logon","MATCH-S00685","Authentication Without MFA","95cc6b62-1052-43a0-8aa7-586d64007614","Okta Authentication - auth_via_mfa"
"logon","MATCH-S00685","Authentication Without MFA","28246ca3-8eba-4fc7-8049-273a83af890e","Okta Authentication - auth_via_AD_agent"
"logon","MATCH-S00685","Authentication Without MFA","5f9fd200-dfdc-4b22-8709-81c5a2ef92f5","Okta Authentication - sso"
"logon","MATCH-S00685","Authentication Without MFA","addda6e4-9041-11e8-9eb6-529269fb1459","Duo Authentication via CEF"
"logon","MATCH-S00685","Authentication Without MFA","b28d2c05-12a8-4678-921f-a8a277f370e3","RSA SecurID Runtime Authn Login"
"logon","MATCH-S00685","Authentication Without MFA","b4076906-b71b-439b-9191-c3820e2b5086","RSA SecurID Runtime Passcode Reuse"
"logon","MATCH-S00685","Authentication Without MFA","6ab9d7bc-aa9a-43a7-b4a6-6fd4596bab6a","RSA SecurID Runtime Bad Tokencode"
"logon","MATCH-S00685","Authentication Without MFA","c26eb2a4-4b11-45a2-b3cf-173c1a12f5ab","CrowdStrike Falcon - User Authentication - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","a1c34f6a-62e0-45fc-80c8-7c8cbc97edb1","CrowdStrike Falcon - Two-Factor Authentication - Custom Parser"
"logon","MATCH-S00685","Authentication Without MFA","94F238FF-AC1F-45CD-B6D2-9BAC76EB9717","CrowdStrike Falcon - User Authentication CEF"
"logon","MATCH-S00685","Authentication Without MFA","D6ED923F-2647-4094-92E1-CCF66B3C0048","CrowdStrike Falcon - Two-Factor Authentication CEF"
"logon","MATCH-S00685","Authentication Without MFA","c0c6268a-28f8-4ae7-987a-4112b3b1d8f7","CrowdStrike Audit Logs"
"logon","MATCH-S00685","Authentication Without MFA","aa5386ab-8afd-4778-971d-88426f6c4099","CrowdStrike Audit Logs (CNC)"
"logon","THRESHOLD-S00096","Brute Force Attempt","f131912a-c995-44e0-b94d-cceeedef5fb2","LastPass - Account Created"
"logon","THRESHOLD-S00096","Brute Force Attempt","d3fad8c1-3193-4879-870e-94fdeeaeef11","LastPass - Folder Permissions Updated"
"logon","THRESHOLD-S00096","Brute Force Attempt","89f51b00-900d-4619-b451-615249c23b27","LastPass - Master Password Changed"
"logon","THRESHOLD-S00096","Brute Force Attempt","b6abd358-d7de-4210-9680-700970725f8a","LastPass - Password Changed"
"logon","THRESHOLD-S00096","Brute Force Attempt","927bc9a6-d62a-4c17-bc0e-f6ff601f51ed","LastPass - Super Admin Password Reset"
"logon","THRESHOLD-S00096","Brute Force Attempt","17e4bad6-e477-43fc-9d31-3d72ac9e5970","LastPass - Personal Share"
"logon","THRESHOLD-S00096","Brute Force Attempt","ecf38378-032f-4424-bc3f-2b7014f58694","LastPass - Policy Modifications"
"logon","THRESHOLD-S00096","Brute Force Attempt","b40f0d69-d076-4bac-a1f2-900cc4dc1fc3","LastPass - Shared Folder Created"
"logon","THRESHOLD-S00096","Brute Force Attempt","4b26f2f7-58d0-4e03-b098-af90bde8958b","LastPass - Failed Login"
"logon","THRESHOLD-S00096","Brute Force Attempt","998e3545-c634-4b78-b526-15a9a795d090","LastPass - Login"
"logon","THRESHOLD-S00096","Brute Force Attempt","068cb1b6-3f1d-4f03-906f-cc240d3bdf83","LastPass Failed Login Attempt"
"logon","THRESHOLD-S00096","Brute Force Attempt","60eb70e7-50fb-479a-b60a-097e52be7628","Box - LOGIN"
"logon","THRESHOLD-S00096","Brute Force Attempt","1ed1f22f-9151-41ab-a019-b81410b40f37","Box - ADMIN_LOGIN"
"logon","THRESHOLD-S00096","Brute Force Attempt","a4937e9a-8a77-4390-9a68-63fecfdcb592","Box - FAILED_LOGIN"
"logon","THRESHOLD-S00096","Brute Force Attempt","634432ec-9d62-4627-b094-ff8c916b5e7a","OpenVPN Authentication Attempt"
"logon","THRESHOLD-S00096","Brute Force Attempt","2cf182ba-eede-4d4f-96e2-6ee4eadbb8bd","OpenVPN Logon Attempt"
"logon","THRESHOLD-S00096","Brute Force Attempt","d7a7d607-8ed9-434d-9062-cfd6d6653c9c","Alibaba ActionTrail ConsoleSignin"
"logon","THRESHOLD-S00096","Brute Force Attempt","8bbbe645-df62-4048-b420-9db3345e2a78","Microsoft SQL Server Parser - Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","cc03f65d-a061-4a36-bd0d-8ac06ef6c2c3","Cisco IOS Authentication Logs - Custom Parser"
"logon","THRESHOLD-S00096","Brute Force Attempt","bdab611e-b0d6-48a4-9dcb-8fe7f14e80f4","RSA SecurID SinglePoint Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","44e718a4-0673-49cb-b523-4d8e7747ca1c","Intersect Alliance Logs - Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","b0dca67a-1761-4570-b44b-cc83be28887b","Laurel Linux Audit - User Logon"
"logon","THRESHOLD-S00096","Brute Force Attempt","658da221-4ac8-4b0c-ac27-66540a28e0e2","Aruba ClearPass User Authentication Failed"
"logon","THRESHOLD-S00096","Brute Force Attempt","d0dc0bc9-3674-4454-a625-63d12aa82f73","Aruba ClearPass User Authentication Successful"
"logon","THRESHOLD-S00096","Brute Force Attempt","14d66ca4-56d5-4c4b-8951-96c0239a468e","Aruba ClearPass Guest Access"
"logon","THRESHOLD-S00096","Brute Force Attempt","0e0a1920-52d1-4541-965e-49a508df77b4","AWS Redshift - Authentication Log"
"logon","THRESHOLD-S00096","Brute Force Attempt","20871df8-533d-4aff-8328-037a9462f279","Microsoft Office 365 Active Directory Authentication Events"
"logon","THRESHOLD-S00096","Brute Force Attempt","f096edb3-5d42-4834-bfd0-16ff99fae568","Microsoft Office 365 Exchange Mailbox Authentication Events"
"logon","THRESHOLD-S00096","Brute Force Attempt","0e5cbfbb-91ac-4658-918c-709c76d53f1e","Linux OS Systemd Journal - Login Events"
"logon","THRESHOLD-S00096","Brute Force Attempt","2bdd6361-1e3c-45a1-2135-5b5e7eb5250f","ADAuditPlus LogonReports"
"logon","THRESHOLD-S00096","Brute Force Attempt","404af8be-0e49-48b4-b786-e33bae82e221","Manageengine ADAuditPlus Logs"
"logon","THRESHOLD-S00096","Brute Force Attempt","911005b2-a055-42df-a3fa-f327745905a1","Check Point Failed Log In"
"logon","THRESHOLD-S00096","Brute Force Attempt","AB8A5262-6A3A-499C-AACB-499C2686394E","Netskope - Audit Authentication Events - Logon"
"logon","THRESHOLD-S00096","Brute Force Attempt","8345560d-add1-413c-9b93-ad3ada8ed1b0","Netskope - Login"
"logon","THRESHOLD-S00096","Brute Force Attempt","2c7bf143-bd3e-4b3f-ac0c-19ba568922fc","AzureActivityLog 01"
"logon","THRESHOLD-S00096","Brute Force Attempt","1a9bebd4-1bae-431d-a718-59e6f7b99db9","Azure NonInteractiveUserSignInLogs"
"logon","THRESHOLD-S00096","Brute Force Attempt","1b23141e-b15d-4b26-b792-6b0ca3a0b63a","Azure ServicePrincipalSignInLogs"
"logon","THRESHOLD-S00096","Brute Force Attempt","5a47e54c-a8cc-4f38-af4d-842acd85d2ac","Azure ManagedIdentitySignInLogs"
"logon","THRESHOLD-S00096","Brute Force Attempt","379364a9-1ef1-4546-bbf6-4065b2d781e8","Azure User Risk Events"
"logon","THRESHOLD-S00096","Brute Force Attempt","14dd00c2-3b72-4269-a7a0-8f698834a867","Azure Risky Users"
"logon","THRESHOLD-S00096","Brute Force Attempt","e018r3c3-da8a-4022-8382-b8r4er0641ee","Fortinet Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","ac1d101a-1ac6-429a-930a-040d54931332","Fortinet VPN"
"logon","THRESHOLD-S00096","Brute Force Attempt","4986836c-1759-422b-b5c4-8a548f18616b","Fortinet FortiGate-200D Auth CEF"
"logon","THRESHOLD-S00096","Brute Force Attempt","57882b2f-f409-439a-82f6-6a3b8b45f4a1","Auth0 Failed Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","a53893f8-3e71-4c26-b205-0222f305fb23","Auth0 Successful Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","8aee7360-1171-46eb-98b3-b87382f3f054","Qumulo Core - Login"
"logon","THRESHOLD-S00096","Brute Force Attempt","08ff5da5-27dc-4c5d-9b1c-b1a9dab392c6","OneLogin SSO Authentication Logs"
"logon","THRESHOLD-S00096","Brute Force Attempt","1c8c9030-a393-47a5-8ebe-57d7d4c5e89c","Linux OS Syslog - Process sshd - SSH Auth Failure Invalid User"
"logon","THRESHOLD-S00096","Brute Force Attempt","17691d16-0d8b-4579-9fd1-c262f95b1f67","Linux OS Syslog - Process sshd - SSH Auth Failure"
"logon","THRESHOLD-S00096","Brute Force Attempt","6431c78b-caee-4363-a750-cb93fe2e7b6f","Linux OS Syslog - Process sshd - SSH Auth Success"
"logon","THRESHOLD-S00096","Brute Force Attempt","666e5ed8-1747-4101-9502-357bee9f18a6","Linux OS Syslog - Process sshd - SSH Auth Failure Preauth"
"logon","THRESHOLD-S00096","Brute Force Attempt","05445189-0e1e-425a-8f2b-5d1f41e9546e","Linux OS Syslog - Process sshd - SSH Auth Failure Invalid Password"
"logon","THRESHOLD-S00096","Brute Force Attempt","94551055-8949-4215-a7c0-88383f013ba7","Linux OS Syslog - Process sshd - SSH Public Key Not Allowed"
"logon","THRESHOLD-S00096","Brute Force Attempt","cae40ab2-8857-470c-9bbb-9b87c103716b","Linux OS Syslog - Process sshd - SSH Auth Failure No ID String"
"logon","THRESHOLD-S00096","Brute Force Attempt","4657fddc-0a11-4335-bdb2-333eea742636","Linux OS Syslog - Process sudo - Authentication Failure"
"logon","THRESHOLD-S00096","Brute Force Attempt","b92ec9d9-c8bd-4951-a8a9-88df02849ee1","Workday - Sign On"
"logon","THRESHOLD-S00096","Brute Force Attempt","34e51720-23f4-4a86-86c2-ba121ffa0fae","Google G Suite - login.login"
"logon","THRESHOLD-S00096","Brute Force Attempt","78f96701-dc6b-4685-9cae-dc77aa6377dc","Google G Suite - saml"
"logon","THRESHOLD-S00096","Brute Force Attempt","2178bcca-c3a7-443b-be3c-bdbc7f3f2154","Cisco ISE Events"
"logon","THRESHOLD-S00096","Brute Force Attempt","eb21bf93-0232-47e5-ab0e-6b8ed186789c","Pulse Secure Custom Parser - AUT24326"
"logon","THRESHOLD-S00096","Brute Force Attempt","74f0a5b7-6413-4e1e-9fc5-32c1eb9d2c97","Pulse Secure Custom Parser - AUT24414"
"logon","THRESHOLD-S00096","Brute Force Attempt","c7dd12f4-713f-4f1d-9379-81ebc8e113be","JumpCloud IdP Authentication"
"logon","THRESHOLD-S00096","Brute Force Attempt","2041eb1c-fdbf-46bd-aed9-b48047ae6962","Mimecast Audit Authentication Logs"
"logon","THRESHOLD-S00096","Brute Force Attempt","3ea5de14-81e4-49cd-860b-98f4e93cb315","SecureAuth Events"
"logon","THRESHOLD-S00096","Brute Force Attempt","fa4028ba-0c1d-4fb3-a152-6e65e0b5200e","Palo Alto System Auth - Custom Parser"
"logon","THRESHOLD-S00096","Brute Force Attempt","2dcf62db-d79f-4a03-9a3a-24bf67bdbe67","Palo Alto GlobalProtect Auth - Custom Parser"
"logon","THRESHOLD-S00096","Brute Force Attempt","a509a0b7-d91a-405a-ab6c-9ff4285041a5","Palo Alto UserID Login - Custom Parser"
"logon","THRESHOLD-S00096","Brute Force Attempt","37921347-8294-44b5-b0a4-06cd744c6bed","Salesforce Login"
"logon","THRESHOLD-S00096","Brute Force Attempt","1add6fe1-8aff-4b55-817e-0ccd569f99d6","Microsoft Graph AD Reporting API C2C - Signin"
"logon","THRESHOLD-S00096","Brute Force Attempt","d102bd01-4e1b-4654-ba39-9dc44db84476","Citrix NetScaler - SSLVPN-LOGIN"
"logon","THRESHOLD-S00096","Brute Force Attempt","f38d18e2-ea57-449b-b564-aa82f9df0a91","Citrix NetScaler - AAA-LOGIN_FAILED"
"logon","THRESHOLD-S00096","Brute Force Attempt","a383d2fb-8d1a-4c4c-901c-11485568c159","Cisco ASA 109005-8 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","e0f221f9-7d2e-45d0-93a8-84b03b06f801","Cisco ASA 113012-17 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","06cc7305-173b-4509-a9e3-2a765d696467","Cisco ASA 113004 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","18e28dec-adb4-43e5-a858-9890a5179518","Cisco ASA 113005 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","b3ac1164-6800-446f-9787-05c1a07a8f2f","Cisco ASA 605004-5 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","62d1d7d9-8e76-488b-b8e4-81d1996728d2","Cisco ASA 611101-2 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","83880693-31f6-4941-800d-000f43f8a305","Cisco ASA 611103 JSON"
"logon","THRESHOLD-S00096","Brute Force Attempt","73055be2-8da9-41d7-90ac-4e4fb248f8ab","Cisco ASA 713052 JSON"
